t,order
2.995000000000000284e+01,1.067985955329265185e-01
3.000000000000000000e+01,1.087986792051104795e-01
3.005000000000000071e+01,1.113507853227743150e-01
3.010000000000000142e+01,1.143154403553600651e-01
3.015000000000000213e+01,1.173732481937225930e-01
3.020000000000000284e+01,1.201542789039023867e-01
3.025000000000000000e+01,1.224316928614917338e-01
3.030000000000000071e+01,1.242129108359426581e-01
3.035000000000000142e+01,1.256473230417902986e-01
3.040000000000000213e+01,1.269007080101962615e-01
3.045000000000000284e+01,1.281025717467425273e-01
3.050000000000000000e+01,1.293370252285029609e-01
3.055000000000000071e+01,1.306401859307863011e-01
3.060000000000000142e+01,1.319986450405606360e-01
3.065000000000000213e+01,1.333646122210773999e-01
3.070000000000000284e+01,1.346956316467938508e-01
3.075000000000000000e+01,1.359897443211000312e-01
3.080000000000000071e+01,1.372823163479200415e-01
3.085000000000000142e+01,1.386169986634829265e-01
3.090000000000000213e+01,1.400316436538066311e-01
3.095000000000000284e+01,1.415844085378505091e-01
3.100000000000000000e+01,1.433545938434802880e-01
3.105000000000000071e+01,1.452128438321259041e-01
3.110000000000000142e+01,1.466153388414026260e-01
3.115000000000000213e+01,1.471544493310576185e-01
3.120000000000000284e+01,1.469124499098911074e-01
3.125000000000000000e+01,1.461302471670968273e-01
3.130000000000000071e+01,1.449926340791882207e-01
3.135000000000000142e+01,1.436097334154360916e-01
3.140000000000000213e+01,1.420373725800258002e-01
3.145000000000000284e+01,1.402933063654003554e-01
3.150000000000000000e+01,1.383700287714585697e-01
3.155000000000000071e+01,1.362482032930127096e-01
3.160000000000000142e+01,1.339106990342348036e-01
3.165000000000000213e+01,1.313544192214482764e-01
3.170000000000000284e+01,1.285978370826311445e-01
3.175000000000000000e+01,1.256845852786963313e-01
3.180000000000000071e+01,1.226853699529537045e-01
3.185000000000000142e+01,1.197005184351593032e-01
3.190000000000000213e+01,1.168667104345141178e-01
3.195000000000000284e+01,1.143728617596128094e-01
3.200000000000000000e+01,1.124805985096494210e-01
3.205000000000000426e+01,1.114615415202090676e-01
3.210000000000000142e+01,1.112556266652064835e-01
3.214999999999999858e+01,1.113196635072718904e-01
3.220000000000000284e+01,1.112874678953378327e-01
3.225000000000000000e+01,1.111604795288689967e-01
3.230000000000000426e+01,1.109708743003689074e-01
3.235000000000000142e+01,1.106515414294323429e-01
3.239999999999999858e+01,1.100943377100810361e-01
3.245000000000000284e+01,1.092621061731920001e-01
3.250000000000000000e+01,1.082574730064492369e-01
3.255000000000000426e+01,1.072899415513778459e-01
3.260000000000000142e+01,1.065591606466363694e-01
3.264999999999999858e+01,1.061709284957464278e-01
3.270000000000000284e+01,1.061501327670229672e-01
3.275000000000000000e+01,1.064901762735058349e-01
3.280000000000000426e+01,1.071773396442377291e-01
3.285000000000000142e+01,1.081880188470099174e-01
3.289999999999999858e+01,1.094792891361410225e-01
3.295000000000000284e+01,1.109882656428711617e-01
3.300000000000000000e+01,1.126451690660909138e-01
3.305000000000000426e+01,1.143918082119074614e-01
3.310000000000000142e+01,1.161899438402953649e-01
3.314999999999999858e+01,1.180122682647577886e-01
3.320000000000000284e+01,1.198192095333587143e-01
3.325000000000000000e+01,1.215291144497749609e-01
3.330000000000000426e+01,1.229989385413306768e-01
3.335000000000000142e+01,1.240548664071948887e-01
3.339999999999999858e+01,1.245980079472264329e-01
3.345000000000000284e+01,1.246958212107110581e-01
3.350000000000000000e+01,1.245443572052047643e-01
3.355000000000000426e+01,1.243765308296751748e-01
3.360000000000000142e+01,1.244774120843425980e-01
3.364999999999999858e+01,1.253746681159109977e-01
3.370000000000000284e+01,1.275741258903105302e-01
3.375000000000000000e+01,1.299856572527978982e-01
3.380000000000000426e+01,1.314982945864536235e-01
3.385000000000000142e+01,1.323644628127984280e-01
3.389999999999999858e+01,1.330959123951903078e-01
3.395000000000000284e+01,1.341678447165499666e-01
3.400000000000000000e+01,1.366919031374230209e-01
3.405000000000000426e+01,1.467171733653765964e-01
3.410000000000000142e+01,1.480052167444712574e-01
3.414999999999999858e+01,1.490895136291806866e-01
3.420000000000000284e+01,1.501906572154118047e-01
3.425000000000000000e+01,1.513493537573539494e-01
3.430000000000000426e+01,1.525371249054530698e-01
3.435000000000000142e+01,1.537377966295398468e-01
3.439999999999999858e+01,1.552397248613289205e-01
3.445000000000000284e+01,1.583792725884320407e-01
